"unemp_benefit_number_total","unemp_benefit_number_male","unemp_benefit_number_female","unemp_benefit_yen_total","unemp_benefit_yen_male","unemp_benefit_yen_female","id","date","year","prefec_kanji","prefec"
5401,2291,3110,599212287,293322736,305889551,24,"2019-02-01",2019,"三重","Mie"
3969,1574,2395,438767522,202087449,236680073,25,"2019-02-01",2019,"滋賀","Shiga"
7340,2963,4377,851434103,391803921,459630182,26,"2019-02-01",2019,"京都","Kyoto"
24682,10027,14655,2889120941,1322630088,1566490853,27,"2019-02-01",2019,"大阪","Osaka"
16319,6544,9775,1854271267,857530240,996741027,28,"2019-02-01",2019,"兵庫","Hyogo"
3319,1397,1922,377032488,181664734,195367754,29,"2019-02-01",2019,"奈良","Nara"
2626,1030,1596,277790036,126598371,151191665,30,"2019-02-01",2019,"和歌山","Wakayama"
1777,788,989,179993595,89884140,90109455,31,"2019-02-01",2019,"鳥取","Tottori"
1845,790,1055,190766191,90148887,100617304,32,"2019-02-01",2019,"島根","Shimane"
5887,2421,3466,623473662,293238056,330235606,33,"2019-02-01",2019,"岡山","Okayama"
9022,3598,5424,983454004,452710989,530743015,34,"2019-02-01",2019,"広島","Hiroshima"
3552,1369,2183,383940656,167996046,215944610,35,"2019-02-01",2019,"山口","Yamaguchi"
2053,878,1175,227008855,110088654,116920201,36,"2019-02-01",2019,"徳島","Tokushima"
2824,1166,1658,297276445,137514212,159762233,37,"2019-02-01",2019,"香川","Kagawa"
4145,1579,2566,427746701,189043200,238703501,38,"2019-02-01",2019,"愛媛","Ehime"
2493,1017,1476,261804808,120724122,141080686,39,"2019-02-01",2019,"高知","Kochi"
17200,6509,10691,1890379359,829190076,1061189283,40,"2019-02-01",2019,"福岡","Fukuoka"
2750,981,1769,282822833,119536644,163286189,41,"2019-02-01",2019,"佐賀","Saga"
4581,1698,2883,467146997,201404948,265742049,42,"2019-02-01",2019,"長崎","Nagasaki"
5866,2400,3466,620633877,292325795,328308082,43,"2019-02-01",2019,"熊本","Kumamoto"
3931,1454,2477,402502158,173088606,229413552,44,"2019-02-01",2019,"大分","Oita"
3590,1336,2254,364508469,157913912,206594557,45,"2019-02-01",2019,"宮崎","Miyazaki"
5768,2108,3660,579438530,251144025,328294505,46,"2019-02-01",2019,"鹿児島","Kagoshima"
4151,1729,2422,444914340,207521866,237392474,47,"2019-02-01",2019,"沖縄","Okinawa"
339181,141044,198137,40570653030,19160000193,21410652837,99,"2019-03-01",2019,"全国","zenkoku"
17469,6633,10836,1958555435,859751693,1098803742,1,"2019-03-01",2019,"北海道","Hokkaido"
4426,1818,2608,458984113,222886076,236098037,2,"2019-03-01",2019,"青森","Aomori"
3540,1492,2048,376930509,184630816,192299693,3,"2019-03-01",2019,"岩手","Iwate"
6234,2527,3707,706915352,331373045,375542307,4,"2019-03-01",2019,"宮城","Miyagi"
2768,1223,1545,299601905,150599727,149002178,5,"2019-03-01",2019,"秋田","Akita"
2932,1208,1724,331350646,153770592,177580054,6,"2019-03-01",2019,"山形","Yamagata"
4899,2103,2796,557232140,272445302,284786838,7,"2019-03-01",2019,"福島","Fukushima"
6452,2847,3605,775810302,391329649,384480653,8,"2019-03-01",2019,"茨城","Ibaraki"
4776,2168,2608,581167272,300112096,281055176,9,"2019-03-01",2019,"栃木","Tochigi"
4187,1878,2309,496051298,249899830,246151468,10,"2019-03-01",2019,"群馬","Gunma"
17638,7953,9685,2217284487,1120310549,1096973938,11,"2019-03-01",2019,"埼玉","Saitama"
13999,6279,7720,1809558103,913025047,896533056,12,"2019-03-01",2019,"千葉","Chiba"
33199,14092,19107,4494419980,2094887458,2399532522,13,"2019-03-01",2019,"東京","Tokyo"
22076,10074,12002,3016062696,1537651841,1478410855,14,"2019-03-01",2019,"神奈川","Kanagawa"
5914,2378,3536,673029427,307223647,365805780,15,"2019-03-01",2019,"新潟","Niigata"
2401,975,1426,279438643,127572081,151866562,16,"2019-03-01",2019,"富山","Toyama"
3025,1177,1848,350911925,154355973,196555952,17,"2019-03-01",2019,"石川","Ishikawa"
1935,754,1181,211429082,94261529,117167553,18,"2019-03-01",2019,"福井","Fukui"
1975,874,1101,243306764,122371747,120935017,19,"2019-03-01",2019,"山梨","Yamanashi"
5735,2377,3358,683166999,320009778,363157221,20,"2019-03-01",2019,"長野","Nagano"
4810,2001,2809,532574124,253704288,278869836,21,"2019-03-01",2019,"岐阜","Gifu"
9466,4113,5353,1145977820,560892470,585085350,22,"2019-03-01",2019,"静岡","Shizuoka"
17863,7384,10479,2232745417,1038616550,1194128867,23,"2019-03-01",2019,"愛知","Aichi"
5260,2267,2993,604384104,299631668,304752436,24,"2019-03-01",2019,"三重","Mie"
3833,1522,2311,435353655,196750448,238603207,25,"2019-03-01",2019,"滋賀","Shiga"
7139,2914,4225,851504650,388521452,462983198,26,"2019-03-01",2019,"京都","Kyoto"
24084,9885,14199,3019289798,1392144943,1627144855,27,"2019-03-01",2019,"大阪","Osaka"
15807,6412,9395,1853578749,854680744,998898005,28,"2019-03-01",2019,"兵庫","Hyogo"
3189,1368,1821,395721354,196341833,199379521,29,"2019-03-01",2019,"奈良","Nara"
2581,1000,1581,278561859,127705524,150856335,30,"2019-03-01",2019,"和歌山","Wakayama"
1718,723,995,175813430,85227317,90586113,31,"2019-03-01",2019,"鳥取","Tottori"
1762,765,997,188062608,89560587,98502021,32,"2019-03-01",2019,"島根","Shimane"
5812,2420,3392,622319731,295570710,326749021,33,"2019-03-01",2019,"岡山","Okayama"
9057,3633,5424,997860745,459234059,538626686,34,"2019-03-01",2019,"広島","Hiroshima"
3555,1337,2218,390452429,171783100,218669329,35,"2019-03-01",2019,"山口","Yamaguchi"
2028,869,1159,227931819,110592961,117338858,36,"2019-03-01",2019,"徳島","Tokushima"
2751,1138,1613,307834289,145643129,162191160,37,"2019-03-01",2019,"香川","Kagawa"
3996,1537,2459,431927748,195216236,236711512,38,"2019-03-01",2019,"愛媛","Ehime"
2428,1022,1406,265374450,123688381,141686069,39,"2019-03-01",2019,"高知","Kochi"
16884,6448,10436,1909945575,842734125,1067211450,40,"2019-03-01",2019,"福岡","Fukuoka"
2699,947,1752,288863827,121029131,167834696,41,"2019-03-01",2019,"佐賀","Saga"
4406,1666,2740,467131240,204041102,263090138,42,"2019-03-01",2019,"長崎","Nagasaki"
5717,2364,3353,635378208,301255550,334122658,43,"2019-03-01",2019,"熊本","Kumamoto"
3768,1446,2322,411613788,182324340,229289448,44,"2019-03-01",2019,"大分","Oita"
3462,1277,2185,361294511,152291964,209002547,45,"2019-03-01",2019,"宮崎","Miyazaki"
5533,2057,3476,581621887,252784143,328837744,46,"2019-03-01",2019,"鹿児島","Kagoshima"
3993,1699,2294,436328137,209564962,226763175,47,"2019-03-01",2019,"沖縄","Okinawa"
347674,145264,202410,41921592444,19861255818,22060336626,99,"2019-04-01",2019,"全国","zenkoku"
17790,6789,11001,1980932845,877142494,1103790351,1,"2019-04-01",2019,"北海道","Hokkaido"
4548,1891,2657,473914266,234482731,239431535,2,"2019-04-01",2019,"青森","Aomori"
3816,1596,2220,380301653,187992470,192309183,3,"2019-04-01",2019,"岩手","Iwate"
6447,2647,3800,762404910,360091544,402313366,4,"2019-04-01",2019,"宮城","Miyagi"
2986,1287,1699,293465293,145767339,147697954,5,"2019-04-01",2019,"秋田","Akita"
3164,1312,1852,334994298,156708047,178286251,6,"2019-04-01",2019,"山形","Yamagata"
5220,2263,2957,612132389,300048336,312084053,7,"2019-04-01",2019,"福島","Fukushima"
6468,2905,3563,784397410,400561395,383836015,8,"2019-04-01",2019,"茨城","Ibaraki"
5121,2382,2739,632965936,327320630,305645306,9,"2019-04-01",2019,"栃木","Tochigi"
4324,1953,2371,525778215,267745690,258032525,10,"2019-04-01",2019,"群馬","Gunma"
17440,8003,9437,2185604938,1120907912,1064697026,11,"2019-04-01",2019,"埼玉","Saitama"
14014,6321,7693,1921643881,974457358,947186523,12,"2019-04-01",2019,"千葉","Chiba"
33594,14327,19267,4788008865,2221203904,2566804961,13,"2019-04-01",2019,"東京","Tokyo"
21777,9991,11786,3125052267,1592042963,1533009304,14,"2019-04-01",2019,"神奈川","Kanagawa"
6410,2617,3793,711516648,329413102,382103546,15,"2019-04-01",2019,"新潟","Niigata"
2477,1028,1449,279956048,129805121,150150927,16,"2019-04-01",2019,"富山","Toyama"
3241,1247,1994,366525686,160637460,205888226,17,"2019-04-01",2019,"石川","Ishikawa"
2031,783,1248,218159775,98065435,120094340,18,"2019-04-01",2019,"福井","Fukui"
1996,893,1103,234530835,118015091,116515744,19,"2019-04-01",2019,"山梨","Yamanashi"
5782,2376,3406,635329831,295691736,339638095,20,"2019-04-01",2019,"長野","Nagano"
5007,2136,2871,557711567,270659395,287052172,21,"2019-04-01",2019,"岐阜","Gifu"
9725,4302,5423,1126061504,558282671,567778833,22,"2019-04-01",2019,"静岡","Shizuoka"
17480,7279,10201,2049456514,948685652,1100770862,23,"2019-04-01",2019,"愛知","Aichi"
5351,2322,3029,628530887,307163851,321367036,24,"2019-04-01",2019,"三重","Mie"
4113,1640,2473,455763339,205620087,250143252,25,"2019-04-01",2019,"滋賀","Shiga"
7199,2875,4324,870555322,399578164,470977158,26,"2019-04-01",2019,"京都","Kyoto"
24320,10047,14273,3110633939,1449347330,1661286609,27,"2019-04-01",2019,"大阪","Osaka"
16172,6574,9598,1972697044,913576526,1059120518,28,"2019-04-01",2019,"兵庫","Hyogo"
3206,1392,1814,398818162,196126423,202691739,29,"2019-04-01",2019,"奈良","Nara"
2683,1063,1620,291492182,135547593,155944589,30,"2019-04-01",2019,"和歌山","Wakayama"
1881,782,1099,190356382,89043006,101313376,31,"2019-04-01",2019,"鳥取","Tottori"
1980,824,1156,193813309,94108897,99704412,32,"2019-04-01",2019,"島根","Shimane"
6155,2557,3598,651818146,304106072,347712074,33,"2019-04-01",2019,"岡山","Okayama"
9849,3861,5988,1123088861,503076080,620012781,34,"2019-04-01",2019,"広島","Hiroshima"
3600,1316,2284,407910463,171916753,235993710,35,"2019-04-01",2019,"山口","Yamaguchi"
2111,897,1214,231216621,111046963,120169658,36,"2019-04-01",2019,"徳島","Tokushima"
2824,1165,1659,293275112,138526161,154748951,37,"2019-04-01",2019,"香川","Kagawa"
4150,1626,2524,465622402,213620081,252002321,38,"2019-04-01",2019,"愛媛","Ehime"
2707,1143,1564,259200138,122599595,136600543,39,"2019-04-01",2019,"高知","Kochi"
17772,6838,10934,2131182797,946595919,1184586878,40,"2019-04-01",2019,"福岡","Fukuoka"
2616,928,1688,259756223,108433732,151322491,41,"2019-04-01",2019,"佐賀","Saga"
4656,1758,2898,481951741,209267826,272683915,42,"2019-04-01",2019,"長崎","Nagasaki"
6191,2531,3660,664762511,315520302,349242209,43,"2019-04-01",2019,"熊本","Kumamoto"
3861,1456,2405,406202410,179522841,226679569,44,"2019-04-01",2019,"大分","Oita"
3579,1358,2221,365381586,160099559,205282027,45,"2019-04-01",2019,"宮崎","Miyazaki"
5756,2187,3569,599826892,269069379,330757513,46,"2019-04-01",2019,"鹿児島","Kagoshima"
4084,1796,2288,486890401,242014202,244876199,47,"2019-04-01",2019,"沖縄","Okinawa"
387675,158197,229478,47952370728,22463609902,25488760826,99,"2019-05-01",2019,"全国","zenkoku"
19417,7001,12416,2211215045,933761773,1277453272,1,"2019-05-01",2019,"北海道","Hokkaido"
5044,2004,3040,558445247,262032804,296412443,2,"2019-05-01",2019,"青森","Aomori"
4275,1752,2523,455153948,213347006,241806942,3,"2019-05-01",2019,"岩手","Iwate"
7307,2938,4369,843789956,392654245,451135711,4,"2019-05-01",2019,"宮城","Miyagi"
3388,1354,2034,361983691,166618721,195364970,5,"2019-05-01",2019,"秋田","Akita"
3565,1396,2169,404339822,182216173,222123649,6,"2019-05-01",2019,"山形","Yamagata"
5682,2397,3285,639167233,311008004,328159229,7,"2019-05-01",2019,"福島","Fukushima"
7275,3157,4118,912825957,464099128,448726829,8,"2019-05-01",2019,"茨城","Ibaraki"
5508,2457,3051,670680419,341413551,329266868,9,"2019-05-01",2019,"栃木","Tochigi"
4667,2064,2603,560099114,285919265,274179849,10,"2019-05-01",2019,"群馬","Gunma"
19628,8849,10779,2643804787,1354953855,1288850932,11,"2019-05-01",2019,"埼玉","Saitama"
15031,6694,8337,1999485392,1006993927,992491465,12,"2019-05-01",2019,"千葉","Chiba"
37306,15860,21446,5421151998,2547548456,2873603542,13,"2019-05-01",2019,"東京","Tokyo"
24185,11343,12842,3345399535,1760130913,1585268622,14,"2019-05-01",2019,"神奈川","Kanagawa"
7161,2839,4322,820694481,371154944,449539537,15,"2019-05-01",2019,"新潟","Niigata"
2811,1122,1689,325963258,148655335,177307923,16,"2019-05-01",2019,"富山","Toyama"
3567,1311,2256,411156304,172083053,239073251,17,"2019-05-01",2019,"石川","Ishikawa"
2246,809,1437,238952337,98648329,140304008,18,"2019-05-01",2019,"福井","Fukui"
2185,953,1232,264548358,131265694,133282664,19,"2019-05-01",2019,"山梨","Yamanashi"
6688,2690,3998,806038513,371579764,434458749,20,"2019-05-01",2019,"長野","Nagano"
5483,2261,3222,639238078,303400305,335837773,21,"2019-05-01",2019,"岐阜","Gifu"
10787,4667,6120,1352247308,658761892,693485416,22,"2019-05-01",2019,"静岡","Shizuoka"
20321,8388,11933,2860953626,1346241524,1514712102,23,"2019-05-01",2019,"愛知","Aichi"
5764,2432,3332,694866874,340175172,354691702,24,"2019-05-01",2019,"三重","Mie"
4635,1849,2786,551156212,252656470,298499742,25,"2019-05-01",2019,"滋賀","Shiga"
8034,3183,4851,1002694994,452050159,550644835,26,"2019-05-01",2019,"京都","Kyoto"
26673,10741,15932,3376408938,1538372169,1838036769,27,"2019-05-01",2019,"大阪","Osaka"
17915,7105,10810,2198649449,1004970877,1193678572,28,"2019-05-01",2019,"兵庫","Hyogo"
3642,1527,2115,436903079,213725755,223177324,29,"2019-05-01",2019,"奈良","Nara"
2997,1147,1850,343479864,158702230,184777634,30,"2019-05-01",2019,"和歌山","Wakayama"
2182,835,1347,232630387,100838460,131791927,31,"2019-05-01",2019,"鳥取","Tottori"
2216,865,1351,233809805,100786263,133023542,32,"2019-05-01",2019,"島根","Shimane"
7096,2801,4295,814170138,364452012,449718126,33,"2019-05-01",2019,"岡山","Okayama"
10770,4051,6719,1243846266,541604497,702241769,34,"2019-05-01",2019,"広島","Hiroshima"
4021,1414,2607,466288678,192790623,273498055,35,"2019-05-01",2019,"山口","Yamaguchi"
2460,1008,1452,287207358,134888487,152318871,36,"2019-05-01",2019,"徳島","Tokushima"
3321,1313,2008,393562628,180086448,213476180,37,"2019-05-01",2019,"香川","Kagawa"
4548,1735,2813,506961629,226097579,280864050,38,"2019-05-01",2019,"愛媛","Ehime"
3065,1251,1814,364141784,171824827,192316957,39,"2019-05-01",2019,"高知","Kochi"
19881,7319,12562,2263487283,971309994,1292177289,40,"2019-05-01",2019,"福岡","Fukuoka"
3119,1054,2065,357193468,143329336,213864132,41,"2019-05-01",2019,"佐賀","Saga"
5190,1905,3285,542266601,235670991,306595610,42,"2019-05-01",2019,"長崎","Nagasaki"
6651,2652,3999,729853831,339459811,390394020,43,"2019-05-01",2019,"熊本","Kumamoto"
4610,1683,2927,500195304,216733082,283462222,44,"2019-05-01",2019,"大分","Oita"
4141,1534,2607,443113940,193693220,249420720,45,"2019-05-01",2019,"宮崎","Miyazaki"
6355,2442,3913,685621495,310244700,375376795,46,"2019-05-01",2019,"鹿児島","Kagoshima"
4862,2045,2817,536526316,254658079,281868237,47,"2019-05-01",2019,"沖縄","Okinawa"
386551,155687,230864,45155545055,20800225631,24355319424,99,"2019-06-01",2019,"全国","zenkoku"
19122,6559,12563,2079397287,834232389,1245164898,1,"2019-06-01",2019,"北海道","Hokkaido"
5136,1974,3162,517675195,235350687,282324508,2,"2019-06-01",2019,"青森","Aomori"
4249,1735,2514,437603041,202575840,235027201,3,"2019-06-01",2019,"岩手","Iwate"
7391,2942,4449,832485432,382161463,450323969,4,"2019-06-01",2019,"宮城","Miyagi"
3440,1384,2056,355738282,163694070,192044212,5,"2019-06-01",2019,"秋田","Akita"
3497,1341,2156,388237085,169856471,218380614,6,"2019-06-01",2019,"山形","Yamagata"
5845,2416,3429,656210422,310350460,345859962,7,"2019-06-01",2019,"福島","Fukushima"
7184,3089,4095,861583030,426070660,435512370,8,"2019-06-01",2019,"茨城","Ibaraki"
5458,2398,3060,645555535,323779079,321776456,9,"2019-06-01",2019,"栃木","Tochigi"
4770,2110,2660,549159045,277627232,271531813,10,"2019-06-01",2019,"群馬","Gunma"
19212,8603,10609,2377604283,1209909356,1167694927,11,"2019-06-01",2019,"埼玉","Saitama"
15134,6606,8528,1922178767,949101660,973077107,12,"2019-06-01",2019,"千葉","Chiba"
35202,14901,20301,4693074267,2190817638,2502256629,13,"2019-06-01",2019,"東京","Tokyo"
24451,11278,13173,3262902976,1698188814,1564714162,14,"2019-06-01",2019,"神奈川","Kanagawa"
7208,2841,4367,794761825,361448192,433313633,15,"2019-06-01",2019,"新潟","Niigata"
2725,1061,1664,307026192,134026987,172999205,16,"2019-06-01",2019,"富山","Toyama"
3608,1295,2313,412198946,169048915,243150031,17,"2019-06-01",2019,"石川","Ishikawa"
2238,803,1435,237515444,97244279,140271165,18,"2019-06-01",2019,"福井","Fukui"
2167,942,1225,254135205,126581828,127553377,19,"2019-06-01",2019,"山梨","Yamanashi"
6571,2626,3945,728626924,334755187,393871737,20,"2019-06-01",2019,"長野","Nagano"
5615,2250,3365,622055624,288192265,333863359,21,"2019-06-01",2019,"岐阜","Gifu"
10637,4577,6060,1230694178,599154149,631540029,22,"2019-06-01",2019,"静岡","Shizuoka"
20206,8304,11902,2443330642,1132076519,1311254123,23,"2019-06-01",2019,"愛知","Aichi"
5792,2484,3308,651775664,317874606,333901058,24,"2019-06-01",2019,"三重","Mie"
4612,1810,2802,518035583,234982129,283053454,25,"2019-06-01",2019,"滋賀","Shiga"
8184,3236,4948,962911382,431548406,531362976,26,"2019-06-01",2019,"京都","Kyoto"
26746,10509,16237,3211488412,1428174865,1783313547,27,"2019-06-01",2019,"大阪","Osaka"
18332,7214,11118,2150080777,967830067,1182250710,28,"2019-06-01",2019,"兵庫","Hyogo"
3738,1561,2177,433272395,206372578,226899817,29,"2019-06-01",2019,"奈良","Nara"
2963,1124,1839,314073634,139901425,174172209,30,"2019-06-01",2019,"和歌山","Wakayama"
2186,862,1324,228353303,97253880,131099423,31,"2019-06-01",2019,"鳥取","Tottori"
2226,855,1371,228963705,97369065,131594640,32,"2019-06-01",2019,"島根","Shimane"
7319,2789,4530,787420762,340172900,447247862,33,"2019-06-01",2019,"岡山","Okayama"
11169,4056,7113,1240625204,515705090,724920114,34,"2019-06-01",2019,"広島","Hiroshima"
4103,1443,2660,461349145,192116672,269232473,35,"2019-06-01",2019,"山口","Yamaguchi"
2465,1022,1443,274577884,128715133,145862751,36,"2019-06-01",2019,"徳島","Tokushima"
3157,1246,1911,346667789,158838280,187829509,37,"2019-06-01",2019,"香川","Kagawa"
4724,1766,2958,503662704,219343191,284319513,38,"2019-06-01",2019,"愛媛","Ehime"
2927,1202,1725,311227966,141592825,169635141,39,"2019-06-01",2019,"高知","Kochi"
20113,7364,12749,2294824912,978158801,1316666111,40,"2019-06-01",2019,"福岡","Fukuoka"
3050,1089,1961,324908566,137856087,187052479,41,"2019-06-01",2019,"佐賀","Saga"
5150,1840,3310,535771595,225588350,310183245,42,"2019-06-01",2019,"長崎","Nagasaki"
6660,2636,4024,699107709,317318937,381788772,43,"2019-06-01",2019,"熊本","Kumamoto"
4560,1661,2899,470799225,197707481,273091744,44,"2019-06-01",2019,"大分","Oita"
4034,1497,2537,412706548,177901627,234804921,45,"2019-06-01",2019,"宮崎","Miyazaki"
6296,2381,3915,639812611,284151315,355661296,46,"2019-06-01",2019,"鹿児島","Kagoshima"
4979,2005,2974,543377953,247507781,295870172,47,"2019-06-01",2019,"沖縄","Okinawa"
417954,167570,250384,54147421073,24806824821,29340596252,99,"2019-07-01",2019,"全国","zenkoku"
20481,6936,13545,2458371610,967937468,1490434142,1,"2019-07-01",2019,"北海道","Hokkaido"
5522,2144,3378,610145639,278240179,331905460,2,"2019-07-01",2019,"青森","Aomori"
4732,1909,2823,529291478,243209220,286082258,3,"2019-07-01",2019,"岩手","Iwate"
7985,3196,4789,1011495490,473932660,537562830,4,"2019-07-01",2019,"宮城","Miyagi"
3837,1555,2282,428175124,196857306,231317818,5,"2019-07-01",2019,"秋田","Akita"
3806,1555,2251,458300799,210451482,247849317,6,"2019-07-01",2019,"山形","Yamagata"
6383,2674,3709,808965328,387917846,421047482,7,"2019-07-01",2019,"福島","Fukushima"
7635,3259,4376,1027593808,502902885,524690923,8,"2019-07-01",2019,"茨城","Ibaraki"
